ReviewID,CustomerID,ProductID,ReviewText,ReviewDate,ReviewSentiment,SentimentClass
53,740,203,"I'm so dissatisfied. It doesn't work, and the build quality is subpar.",04/12/2024,0.0,Neutral
54,510,225,"This didn't work as expected, and I'm very disappointed with my purchase.",26/12/2023,-0.5375,Negative
55,306,270,It was a complete waste of money. I would never buy this again.,01/01/2024,-0.05,Neutral
56,950,241,"I've used it for a week, and it functions as advertised, but it's not extraordinary.",23/07/2023,-0.166666667,Negative
57,102,201,Very poor quality. It's already falling apart after a few weeks of use.,20/11/2023,-0.36,Negative
58,560,235,"The customer service was fantastic, and the product arrived on time.",10/08/2023,0.4,Positive
59,417,237,"Fantastic quality, and the performance is just amazing. Highly recommend!",01/05/2024,0.4,Positive
60,590,201,"The product is fine, but it lacks the features I was hoping for.",21/12/2023,0.416666667,Positive
61,225,247,"The product is fine, but it lacks the features I was hoping for.",21/03/2024,0.416666667,Positive
62,993,239,Impressed with the durability and performance of this product.,08/07/2023,1.0,Positive
63,317,207,"It works so well, and it's exactly what I needed for my project.",28/12/2023,0.25,Positive
64,828,238,"It works fine, but I had expected a bit more for the price.",10/01/2023,0.272222222,Positive
65,700,249,Wonderful product! The quality and performance are unmatched.,25/03/2024,1.0,Positive
66,306,231,I've had a wonderful experience with this product. Definitely recommend it!,03/07/2024,0.5,Positive
67,161,226,I couldn't be happier with my purchase. It's perfect for what I needed.,23/08/2023,1.0,Positive
68,230,281,This product didn't live up to its promises. I'm very disappointed.,11/07/2023,-0.419318182,Negative
69,957,258,"Perfect fit, great design, and works like a charm. Very pleased!",28/03/2024,0.753125,Positive
70,107,278,This product is decent but doesn't stand out in any way.,20/04/2024,0.166666667,Positive
71,688,248,I'm very unhappy with this purchase. It didn't meet my expectations.,17/06/2024,-0.78,Negative
72,681,221,Works perfectly! Totally exceeded my expectations in terms of performance.,03/08/2024,0.0,Neutral
73,307,214,Great product and excellent customer support. Totally worth it!,08/08/2023,0.725,Positive
74,596,240,"I love this item. It's sturdy, functional, and well-made.",04/10/2024,0.5,Positive
75,708,224,"It's an okay product, but there are some issues I have with it.",07/10/2023,0.5,Positive
76,785,204,Very sleek design and works just as advertised. Love it!,06/02/2024,0.4125,Positive
77,756,229,The product is exactly what I was hoping for. I'm very satisfied.,15/09/2023,0.45,Positive
78,666,283,The quality and performance of this product are top-notch.,14/08/2023,1.0,Positive
79,193,231,This product didn't work as expected. It's unreliable and frustrating.,31/03/2024,-0.25,Negative
80,229,225,I absolutely love this! It's even better than I expected.,28/06/2023,0.341666667,Positive
81,747,242,Top-notch customer service and a reliable product. Great job!,17/05/2024,1.0,Positive
82,129,251,I'm amazed by how well it works. Great value for the price!,26/07/2023,1.0,Positive
83,141,272,"Not good at all. The quality is very poor, and I'm disappointed.",09/09/2023,-0.54,Negative
84,898,281,"It works fine for now, but I'm not sure about its long-term durability.",20/10/2023,0.083333333,Positive
85,100,220,I've had a wonderful experience with this product. Definitely recommend it!,14/04/2024,0.5,Positive
86,508,206,"I have mixed feelings. It's fine, but I was expecting a bit more.",27/12/2023,0.305555556,Positive
87,992,200,I regret buying this. The product is ineffective and badly made.,10/05/2023,-0.7,Negative
88,744,275,Worth every penny! Amazing quality and service.,05/11/2024,0.4875,Positive
89,187,284,"The quality is average, and it's okay for the price.",28/08/2023,0.175,Positive
90,983,243,Great performance and easy to use. I'm very satisfied with this product.,23/03/2024,0.627777778,Positive
91,571,206,I've never been this satisfied with a purchase before.,06/08/2024,0.5,Positive
92,474,278,Very high-quality product. I would buy it again without hesitation.,22/12/2023,0.2,Positive
93,739,248,This product didn't live up to its promises. I'm very disappointed.,20/01/2024,-0.419318182,Negative
94,949,267,Extremely dissatisfied. The product broke down after just one use.,01/12/2024,-0.140277778,Negative
95,992,229,Best investment I've made in a long time. Very happy with my purchase.,06/08/2024,0.65,Positive
96,256,222,Perfect product for my needs! I can't imagine using anything else now.,07/12/2023,1.0,Positive
97,952,270,"Great design, easy to use, and it works wonderfully. Highly recommend!",04/07/2024,0.477777778,Positive
98,847,296,"It's a decent product, but it doesn't offer the best value for the price.",26/09/2023,0.583333333,Positive
99,808,284,This product has exceeded all my expectations. Very satisfied.,06/07/2024,0.65,Positive
100,843,296,"The customer service was fantastic, and the product arrived on time.",15/12/2023,0.4,Positive
101,470,258,"It does the job, but I wasn't impressed by its performance.",05/05/2024,1.0,Positive
102,194,292,This product does exactly what I wanted it to do. Very pleased.,05/02/2024,0.45,Positive
103,289,209,Impressed with the durability and performance of this product.,04/03/2024,1.0,Positive
104,366,246,"The product is decent, but I've come across better quality.",16/02/2024,0.333333333,Positive
105,302,235,Everything about this product is great! It works as advertised and more.,22/07/2023,0.75,Positive
106,591,205,Works perfectly! Totally exceeded my expectations in terms of performance.,19/03/2024,0.0,Neutral
107,967,254,I'm very pleased with how quickly it arrived and the quality of the product.,21/01/2024,0.491666667,Positive
108,419,239,"I've been using this for a few weeks now, and it works flawlessly.",22/08/2023,0.4,Positive
109,572,278,This has been one of the best purchases I've made. Highly recommended!,25/07/2023,0.6,Positive
110,130,283,"It's okay for basic use, but I wouldn't recommend it for anything more.",20/12/2023,0.333333333,Positive
111,169,204,This product is decent but doesn't stand out in any way.,01/12/2024,0.166666667,Positive
112,791,244,The product is exactly what I was hoping for. I'm very satisfied.,13/12/2023,0.45,Positive
113,963,296,Everything about this product is perfect. So happy with it!,04/12/2024,1.0,Positive
114,283,279,This has been one of the best purchases I've made. Highly recommended!,16/08/2023,0.6,Positive
115,253,245,"The product arrived on time, and I couldn't be happier with it.",31/05/2024,0.0,Neutral
116,383,260,The quality is outstanding. I'm extremely impressed.,03/11/2024,0.75,Positive
117,676,225,I absolutely love this product! It exceeded my expectations in every way.,17/06/2024,0.625,Positive
118,615,225,I regret buying this. The quality is terrible and it stopped working within a week.,10/08/2023,-1.0,Negative
119,434,253,"Excellent quality, great design, and super easy to use.",16/03/2024,0.641666667,Positive
120,433,212,"It's decent for the price, but it's not high quality.",15/02/2024,0.043333333,Neutral
121,316,279,I'm amazed by how well it works. Great value for the price!,14/03/2024,1.0,Positive
122,529,221,I regret buying this. The quality is terrible and it stopped working within a week.,13/04/2024,-1.0,Negative
123,574,234,Worth every penny! Amazing quality and service.,17/04/2024,0.4875,Positive
124,795,261,"It works as advertised, but it's not particularly impressive.",31/10/2023,-0.5,Negative
125,235,222,"The product does its job, but I expected something more impressive.",24/04/2024,0.466666667,Positive
126,503,273,It's sufficient for basic needs but could be better.,09/01/2023,0.25,Positive
127,185,295,"It's not great, but it's not bad either. It's somewhere in between.",30/05/2024,-0.025,Neutral
128,120,210,The product is exactly what I was hoping for. I'm very satisfied.,25/06/2024,0.45,Positive
129,759,263,Worth every penny! Amazing quality and service.,23/08/2023,0.4875,Positive
130,150,249,Wonderful product! The quality and performance are unmatched.,10/02/2023,1.0,Positive
131,465,217,The product is exactly what I was hoping for. I'm very satisfied.,15/03/2024,0.45,Positive
132,898,295,"It serves its purpose, but it's not anything extraordinary.",16/12/2023,0.333333333,Positive
133,137,238,I can't believe I wasted my money on this. It's not worth it.,07/07/2023,-0.175,Negative
134,571,220,"Fantastic quality, and the performance is just amazing. Highly recommend!",16/05/2024,0.4,Positive
135,355,241,"The product is good for the price, but there are some minor flaws.",21/07/2023,0.325,Positive
136,560,293,I was expecting more from this product. It doesn't perform well.,26/09/2023,0.5,Positive
137,349,247,Great performance and easy to use. I'm very satisfied with this product.,15/07/2023,0.627777778,Positive
138,317,294,"Fantastic quality, and the performance is just amazing. Highly recommend!",10/11/2023,0.4,Positive
139,375,251,"I'm satisfied, but I'm not overly enthusiastic about this product.",10/06/2023,0.55,Positive
140,242,250,"The product is okay, just nothing special to make it stand out.",09/11/2023,0.428571429,Positive
141,281,266,"This item is exactly as described, and it works beautifully!",08/02/2023,0.625,Positive
142,804,215,"Not good at all. The quality is very poor, and I'm disappointed.",06/01/2024,-0.54,Negative
143,723,271,Best investment I've made in a long time. Very happy with my purchase.,10/01/2023,0.65,Positive
144,141,262,I'm very happy with the performance. It does exactly what I need.,15/10/2023,0.625,Positive
145,492,292,I absolutely love this! It's even better than I expected.,06/03/2024,0.341666667,Positive
146,261,225,I'm very happy with the performance. It does exactly what I need.,18/10/2023,0.625,Positive
147,317,230,Top-notch customer service and a reliable product. Great job!,14/09/2023,1.0,Positive
148,487,262,The product does not match the description. Avoid this seller.,24/02/2024,0.0,Neutral
149,907,275,"It's a standard product, nothing to rave about.",21/07/2023,0.0,Neutral
150,566,218,"I tried using it, but it's just not functional. Very frustrating.",21/01/2024,-0.52,Negative
151,312,282,The best product I've used in a long time. Kudos to the team!,08/08/2023,0.46875,Positive
152,161,216,"It's okay for basic use, but I wouldn't recommend it for anything more.",07/09/2023,0.333333333,Positive
153,616,226,Top-notch customer service and a reliable product. Great job!,14/03/2024,1.0,Positive
154,843,207,I am extremely satisfied with my purchase. Worth every penny!,26/01/2024,0.4375,Positive
155,564,279,I absolutely love this product! It exceeded my expectations in every way.,20/02/2024,0.625,Positive
156,715,216,I'm really impressed with the quality and the results. 10/10!,02/02/2024,1.0,Positive
157,875,253,Best investment I've made in a long time. Very happy with my purchase.,19/01/2024,0.65,Positive
158,331,224,Perfect product for my needs! I can't imagine using anything else now.,11/06/2023,1.0,Positive
159,493,287,The product is okay but nothing too special.,13/07/2023,0.428571429,Positive
160,673,238,"It's not bad, but I wouldn't say it's great either.",10/04/2023,0.575,Positive
161,939,299,The item I received was completely different from what was shown online.,18/01/2024,0.0,Neutral
162,168,285,"It works so well, and it's exactly what I needed for my project.",28/01/2024,0.25,Positive
163,653,231,"It's a standard product, nothing to rave about.",06/11/2024,0.0,Neutral
164,266,223,Such a fantastic product at a great price. Worth every cent!,20/11/2023,0.39375,Positive
165,929,274,Overpriced for what it offers. Very unhappy with my purchase.,02/07/2024,-0.34,Negative
166,889,270,"It's fine for casual use, but I wouldn't use it for anything heavy.",18/10/2023,-0.094444444,Negative
167,119,269,"It serves its purpose, but it's not anything extraordinary.",06/08/2024,0.333333333,Positive
168,488,235,"The product didn't last long, and the performance was very underwhelming.",10/09/2023,0.05,Positive
169,881,252,"The product is good for the price, but there are some minor flaws.",05/11/2024,0.325,Positive
170,261,246,"I've been using this for a few weeks now, and it works flawlessly.",20/01/2024,0.4,Positive
171,456,230,I've never been this satisfied with a purchase before.,03/07/2024,0.5,Positive
172,690,273,I'm amazed by how well it works. Great value for the price!,06/09/2024,1.0,Positive
173,804,239,Works perfectly! Totally exceeded my expectations in terms of performance.,21/10/2023,0.0,Neutral
174,281,222,"I've used it for a week, and it functions as advertised, but it's not extraordinary.",17/05/2024,-0.166666667,Negative
175,914,217,"I've used it a few times and it works, but it's not impressive.",13/07/2023,-0.35,Negative
176,945,259,The best product I've used in a long time. Kudos to the team!,25/12/2023,0.46875,Positive
177,554,218,"It's good enough to keep, but I'm not excited about it.",30/06/2023,0.170833333,Positive
178,650,247,I've had a wonderful experience with this product. Definitely recommend it!,04/08/2024,0.5,Positive
179,567,224,"The product is decent, but I've come across better quality.",25/11/2023,0.333333333,Positive
180,848,279,This product didn't live up to its promises. I'm very disappointed.,27/12/2023,-0.419318182,Negative
181,427,258,Everything about this product is great! It works as advertised and more.,19/04/2024,0.75,Positive
182,514,299,"It works, but it doesn't feel like a high-end product.",06/08/2024,0.0,Neutral
183,315,242,Very sleek design and works just as advertised. Love it!,21/05/2024,0.4125,Positive
184,417,287,This product didn't live up to its promises. I'm very disappointed.,07/02/2023,-0.419318182,Negative
185,325,283,This product does exactly what I wanted it to do. Very pleased.,21/04/2024,0.45,Positive
186,308,223,The quality is outstanding. I'm extremely impressed.,02/08/2024,0.75,Positive
187,160,260,The quality is outstanding. I'm extremely impressed.,15/06/2024,0.75,Positive
188,629,262,Great product and excellent customer support. Totally worth it!,03/08/2024,0.725,Positive
189,569,257,Impressed with the durability and performance of this product.,12/03/2023,1.0,Positive
190,691,216,It was a complete waste of money. I would never buy this again.,23/10/2023,-0.05,Neutral
191,153,214,"Very poor product. It broke down after minimal use, and I'm not happy.",18/11/2023,-0.293888889,Negative
192,423,284,Perfect product for my needs! I can't imagine using anything else now.,21/08/2023,1.0,Positive
193,599,250,"Great design, easy to use, and it works wonderfully. Highly recommend!",09/02/2023,0.477777778,Positive
194,941,275,Worth every penny! Amazing quality and service.,21/02/2024,0.4875,Positive
195,891,274,Very disappointed with my purchase. The product is useless.,05/08/2024,-0.7375,Negative
196,718,294,It's easy to use and super efficient. I'm so glad I bought it.,09/10/2023,0.422222222,Positive
197,555,226,"It's a decent option, but not the best one out there.",25/03/2024,0.583333333,Positive
198,415,289,"It works so well, and it's exactly what I needed for my project.",18/07/2023,0.25,Positive
199,860,236,Everything about this product is perfect. So happy with it!,05/03/2024,1.0,Positive
200,963,273,Everything about this product is great! It works as advertised and more.,27/08/2023,0.75,Positive
201,370,208,Not worth the investment. Very disappointing experience.,01/05/2024,-0.465,Negative
202,544,265,This is exactly what I was looking for. I'm so glad I bought it!,24/06/2024,0.4375,Positive
203,261,252,I was expecting more from this product. It doesn't perform well.,30/01/2024,0.5,Positive
204,491,223,Excellent quality and fast shipping. Very happy with it.,14/04/2024,0.733333333,Positive
205,847,286,"I love this item. It's sturdy, functional, and well-made.",31/01/2024,0.5,Positive
206,312,200,Great product and excellent customer support. Totally worth it!,18/07/2023,0.725,Positive
207,446,238,Very high-quality product. I would buy it again without hesitation.,05/01/2024,0.2,Positive
208,644,208,I couldn't be more pleased with this purchase. It works perfectly!,03/10/2024,0.666666667,Positive
209,538,265,The quality is outstanding. I'm extremely impressed.,04/12/2024,0.75,Positive
210,684,288,"It's neither good nor bad. It works, but nothing to rave about.",21/05/2024,5.55e-17,Neutral
211,949,253,"It's an okay product, but there are some issues I have with it.",08/04/2023,0.5,Positive
212,687,231,I'm very happy with the performance. It does exactly what I need.,12/03/2023,0.625,Positive
213,576,282,"The product functions well, but I feel it could be improved in some areas.",16/06/2024,0.0,Neutral
214,237,201,"I tried to get support, but they never helped. The product is just bad.",19/01/2024,-0.7,Negative
215,703,245,"It's a decent product, but it doesn't offer the best value for the price.",21/02/2024,0.583333333,Positive
216,568,271,"It's an okay product, but there are some issues I have with it.",07/04/2023,0.5,Positive
217,801,201,"The customer service was fantastic, and the product arrived on time.",29/11/2023,0.4,Positive
218,392,234,It's easy to use and super efficient. I'm so glad I bought it.,08/03/2023,0.422222222,Positive
219,395,260,"It serves its purpose, but it's not anything extraordinary.",10/10/2023,0.333333333,Positive
220,288,231,Works perfectly! Totally exceeded my expectations in terms of performance.,24/06/2024,0.0,Neutral
221,240,206,"The product arrived on time, and I couldn't be happier with it.",16/08/2023,0.0,Neutral
222,585,217,I've had a wonderful experience with this product. Definitely recommend it!,26/11/2023,0.5,Positive
223,968,225,"It works fine for what it's meant to do, but there's nothing exciting about it.",22/10/2023,0.358333333,Positive
224,226,214,I've had a wonderful experience with this product. Definitely recommend it!,19/10/2023,0.5,Positive
225,182,238,"I was expecting something better, but this product is just average.",17/12/2023,0.175,Positive
226,308,255,"The customer service was fantastic, and the product arrived on time.",04/03/2024,0.4,Positive
227,714,285,This product has exceeded all my expectations. I'm thrilled with it.,19/12/2023,0.6,Positive
228,160,249,The product is just fine. Doesn't stand out in any way.,24/11/2023,0.416666667,Positive
229,219,265,"I have no complaints, but I don't have any praise for it either.",18/08/2023,0.0,Neutral
230,328,249,"The product arrived on time, but it's just alright.",18/09/2023,0.0,Neutral
231,503,214,This product is absolutely amazing. I'm recommending it to all my friends.,25/03/2024,0.6,Positive
232,239,298,This has been one of the best purchases I've made. Highly recommended!,07/09/2023,0.6,Positive
233,901,291,Great performance and easy to use. I'm very satisfied with this product.,19/06/2024,0.627777778,Positive
234,606,256,I am extremely satisfied with my purchase. Worth every penny!,30/07/2023,0.4375,Positive
235,727,252,"It's not bad, just didn't live up to the expectations I had.",13/11/2023,0.243181818,Positive
236,493,283,The quality is outstanding. I'm extremely impressed.,19/09/2023,0.75,Positive
237,560,226,I've been using it for a while now and it's performing perfectly.,26/07/2023,1.0,Positive
238,380,253,This product has exceeded all my expectations. I'm thrilled with it.,12/07/2023,0.6,Positive
239,300,280,Not worth the investment. Very disappointing experience.,16/08/2023,-0.465,Negative
240,703,222,This is exactly what I was looking for. I'm so glad I bought it!,13/01/2024,0.4375,Positive
241,604,215,"I don't hate it, but I don't love it either. It's just average.",12/01/2023,-0.15,Negative
242,689,225,This product has exceeded all my expectations. Very satisfied.,14/07/2023,0.65,Positive
243,210,224,"It works, but it doesn't feel like a high-end product.",15/01/2024,0.0,Neutral
244,401,219,"I tried to get support, but they never helped. The product is just bad.",23/02/2024,-0.7,Negative
245,989,295,"It's functional, but I don't feel strongly about it either way.",20/01/2024,0.433333333,Positive
246,789,241,Perfect fit for my needs. Will definitely order again.,21/06/2024,0.466666667,Positive
247,308,259,"The customer service was fantastic, and the product arrived on time.",26/10/2023,0.4,Positive
248,616,231,I've never been this satisfied with a purchase before.,10/12/2023,0.5,Positive
249,860,285,I'm amazed by how well it works. Great value for the price!,29/08/2023,1.0,Positive
250,280,275,I regret buying this. The quality is terrible and it stopped working within a week.,20/02/2024,-1.0,Negative
251,711,212,"It does its job, but I wouldn't say it's a standout product.",16/06/2024,0.0,Neutral
252,804,241,This product is decent but doesn't stand out in any way.,26/07/2023,0.166666667,Positive
253,466,218,The quality and performance of this product are top-notch.,14/11/2023,1.0,Positive
254,396,217,I'm very pleased with how quickly it arrived and the quality of the product.,30/07/2023,0.491666667,Positive
255,583,231,"It works, but it doesn't feel like a high-end product.",17/05/2024,0.0,Neutral
256,740,260,"The product is awful. It doesn't work as it should, and it's frustrating to use.",14/03/2024,-0.7,Negative
257,630,216,This product does exactly what I wanted it to do. Very pleased.,08/05/2023,0.45,Positive
258,629,252,Very poor quality. It's already falling apart after a few weeks of use.,18/04/2024,-0.36,Negative
259,249,205,I've had better products for less money. This one is definitely not worth it.,13/10/2023,0.061111111,Positive
260,486,225,"I have mixed feelings. It's fine, but I was expecting a bit more.",27/06/2023,0.305555556,Positive
261,257,229,This product is absolutely amazing. I'm recommending it to all my friends.,08/07/2023,0.6,Positive
262,342,277,"The product works, but I've had better experiences with similar products.",22/04/2024,0.25,Positive
263,426,280,"I have no complaints, but I don't have any praise for it either.",25/06/2024,0.0,Neutral
264,910,224,I absolutely love this! It's even better than I expected.,10/04/2023,0.341666667,Positive
265,122,233,I've never been this satisfied with a purchase before.,10/02/2023,0.5,Positive
266,791,241,Top-notch customer service and a reliable product. Great job!,28/07/2023,1.0,Positive
267,312,219,I'm amazed by how well it works. Great value for the price!,30/04/2024,1.0,Positive
268,701,285,"It's a decent product for the price, though there are better alternatives.",05/10/2024,0.333333333,Positive
269,954,230,The quality and performance of this product are top-notch.,06/03/2024,1.0,Positive
270,853,202,Wonderful product! The quality and performance are unmatched.,01/04/2024,1.0,Positive
271,107,240,"I love this item. It's sturdy, functional, and well-made.",29/04/2024,0.5,Positive
272,883,228,"It's a standard product, nothing to rave about.",27/11/2023,0.0,Neutral
273,814,270,"It's fine, but it doesn't exceed the expectations set by the description.",13/02/2024,0.416666667,Positive
274,603,241,Top-notch customer service and a reliable product. Great job!,26/06/2023,1.0,Positive
275,297,211,The product is exactly what I was hoping for. I'm very satisfied.,28/09/2023,0.45,Positive
276,434,239,It was a complete waste of money. I would never buy this again.,10/06/2023,-0.05,Neutral
277,929,222,"It's neither good nor bad. It works, but nothing to rave about.",04/10/2024,5.55e-17,Neutral
278,818,282,I can't believe I wasted my money on this. It's not worth it.,29/02/2024,-0.175,Negative
279,455,294,This product is decent but doesn't stand out in any way.,11/03/2023,0.166666667,Positive
280,153,245,I'm extremely disappointed with this product. It doesn't work as promised.,02/11/2024,-0.75,Negative
281,621,246,This product has made my daily routine so much easier. Highly recommend.,30/06/2023,0.12,Positive
282,680,242,I'm really impressed with the quality and the results. 10/10!,22/12/2023,1.0,Positive
283,383,275,It stopped working almost immediately. Waste of money.,14/08/2023,-0.2,Negative
284,591,254,"It works so well, and it's exactly what I needed for my project.",24/02/2024,0.25,Positive
285,308,237,I absolutely love this product! It exceeded my expectations in every way.,20/04/2024,0.625,Positive
286,380,224,I'm extremely disappointed with this product. It doesn't work as promised.,26/01/2024,-0.75,Negative
287,504,262,"It's a standard product, nothing to rave about.",04/08/2024,0.0,Neutral
288,432,292,This product is decent but doesn't stand out in any way.,25/10/2023,0.166666667,Positive
289,854,256,So impressed by the quality. This product truly delivers.,26/02/2024,1.0,Positive
290,330,213,"Does the job, but I wouldn't call it extraordinary.",27/04/2024,0.333333333,Positive
291,969,243,It's easy to use and super efficient. I'm so glad I bought it.,26/03/2024,0.422222222,Positive
292,518,216,"It's not a bad product, but I think I could find something better.",29/12/2023,0.425,Positive
293,805,223,Impressed with the durability and performance of this product.,17/03/2024,1.0,Positive
294,555,281,"The product didn't last long, and the performance was very underwhelming.",29/01/2024,0.05,Positive
295,604,224,I'm very pleased with how quickly it arrived and the quality of the product.,27/05/2024,0.491666667,Positive
296,156,206,"The instructions were unclear, and it doesn't work as advertised.",25/10/2023,0.0,Neutral
297,642,232,Impressed with the durability and performance of this product.,29/07/2023,1.0,Positive
298,923,267,I regret buying this. The quality is terrible and it stopped working within a week.,18/09/2023,-1.0,Negative
299,844,261,"I had high hopes, but this product failed to deliver.",01/03/2024,-0.17,Negative
300,553,247,Wonderful product! The quality and performance are unmatched.,17/02/2024,1.0,Positive
301,545,229,Best investment I've made in a long time. Very happy with my purchase.,02/05/2024,0.65,Positive
302,824,220,I regret buying this. Save your money and look elsewhere.,07/08/2023,0.0,Neutral
303,300,231,"The product functions well, but I feel it could be improved in some areas.",22/12/2023,0.0,Neutral
304,796,201,Such a fantastic product at a great price. Worth every cent!,04/06/2024,0.39375,Positive
305,482,282,Fantastic experience from start to finish. Highly recommend!,03/10/2024,0.3,Positive
306,459,295,Extremely dissatisfied. The product broke down after just one use.,21/03/2024,-0.140277778,Negative
307,892,265,"An average experience overall, neither great nor bad.",30/12/2023,-0.0125,Neutral
308,408,285,Perfect fit for my needs. Will definitely order again.,08/12/2023,0.466666667,Positive
309,512,234,"It works well, but there's nothing exciting about it.",05/10/2024,0.3,Positive
310,690,241,I've never been this satisfied with a purchase before.,29/01/2024,0.5,Positive
311,795,222,"It's decent for the price, but it's not high quality.",30/08/2023,0.043333333,Neutral
312,262,215,"It's not bad, just didn't live up to the expectations I had.",26/02/2024,0.243181818,Positive
313,648,266,It's easy to use and super efficient. I'm so glad I bought it.,14/12/2023,0.422222222,Positive
314,614,256,"It's not bad, just didn't live up to the expectations I had.",10/12/2023,0.243181818,Positive
315,733,293,"Excellent quality, great design, and super easy to use.",05/04/2024,0.641666667,Positive
316,657,209,The product is exactly what I was hoping for. I'm very satisfied.,06/10/2024,0.45,Positive
317,727,284,"It's okay for basic use, but I wouldn't recommend it for anything more.",22/07/2023,0.333333333,Positive
318,872,239,The product performs decently but lacks some key features.,10/01/2023,0.083333333,Positive
319,233,271,It's sufficient for basic needs but could be better.,10/04/2023,0.25,Positive
320,119,269,"It serves its purpose, but it's not anything extraordinary.",08/09/2023,0.333333333,Positive
321,162,234,Perfect product for my needs! I can't imagine using anything else now.,22/06/2024,1.0,Positive
